date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:38:11	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Oct%202023%2012:08:11%20GMT	https://hydkidsfair.com/robots.txt		(from )
17:38:12	82920/82920	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2007:32:51%20GMT	https://hydkidsfair.com/	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/index.html	(from )
17:38:12	12436/12436	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/favicon.png	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/favicon.png	(from https://hydkidsfair.com/)
17:38:13	69747/69747	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/css/animate.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/css/animate.css	(from https://hydkidsfair.com/)
17:38:13	140950/140950	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jul%202023%2009:13:19%20GMT	https://hydkidsfair.com/css/bootstrap.min.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/css/bootstrap.min.css	(from https://hydkidsfair.com/)
17:38:14	10983/10983	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/css/owl.carousel.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/css/owl.carousel.css	(from https://hydkidsfair.com/)
17:38:14	30610/30610	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/css/font-awesome.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/css/font-awesome.css	(from https://hydkidsfair.com/)
17:38:14	13900/13900	---M--	200	added ('OK')	text/css	date:Mon,%2004%20Sep%202023%2006:25:36%20GMT	https://hydkidsfair.com/css/themify-icons.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/css/themify-icons.css	(from https://hydkidsfair.com/)
17:38:14	2523/2523	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/css/flaticon.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/css/flaticon.css	(from https://hydkidsfair.com/)
17:38:15	38595/38595	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/revolution/css/settings.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/revolution/css/settings.css	(from https://hydkidsfair.com/)
17:38:15	145206/145206	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/revolution/css/layers.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/revolution/css/layers.css	(from https://hydkidsfair.com/)
17:38:15	19888/19888	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/css/prettyPhoto.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/css/prettyPhoto.css	(from https://hydkidsfair.com/)
17:38:15	77716/77716	---M--	200	added ('OK')	text/css	date:Mon,%2004%20Sep%202023%2009:34:42%20GMT	https://hydkidsfair.com/css/shortcodes.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/css/shortcodes.css	(from https://hydkidsfair.com/)
17:38:16	70277/70277	---M--	200	added ('OK')	text/css	date:Fri,%2006%20Oct%202023%2008:01:18%20GMT	https://hydkidsfair.com/css/main.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/css/main.css	(from https://hydkidsfair.com/)
17:38:16	31583/31583	---M--	200	added ('OK')	text/css	date:Sat,%2009%20Sep%202023%2007:18:14%20GMT	https://hydkidsfair.com/css/responsive.css	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/css/responsive.css	(from https://hydkidsfair.com/)
17:38:16	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/kidsfair09102023/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://hydkidsfair.com/)
17:38:17	232914/232914	---M-Z	200	added ('OK')	text/css	etag:W/%2238dd2-sjFlHg/Wi72HWBifvTZCxGLTT6Y%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/kidsfair09102023/cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/css/bootstrap.min.css	(from https://hydkidsfair.com/)
17:38:17	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Oct%202023%2012:08:17%20GMT	https://hydkidsfair.com/pvvr@hitex.co.in	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/pvvr@hitex.co.in	(from https://hydkidsfair.com/)
17:38:18	82920/82920	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2007:32:51%20GMT	https://hydkidsfair.com/index.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/index-2.html	(from https://hydkidsfair.com/)
17:38:19	346085/346085	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Sep%202023%2006:21:35%20GMT	https://hydkidsfair.com/images/logo.png	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/logo.png	(from https://hydkidsfair.com/)
17:38:19	32449/32449	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:40:55%20GMT	https://hydkidsfair.com/about.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/about.html	(from https://hydkidsfair.com/)
17:38:19	30274/30274	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:40:07%20GMT	https://hydkidsfair.com/about-organiser.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/about-organiser.html	(from https://hydkidsfair.com/)
17:38:19	30192/30192	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:40:39%20GMT	https://hydkidsfair.com/about-venue.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/about-venue.html	(from https://hydkidsfair.com/)
17:38:19	38867/38867	---M--	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2009:33:38%20GMT	https://hydkidsfair.com/highlights.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/highlights.html	(from https://hydkidsfair.com/)
17:38:20	38801/38801	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:43:55%20GMT	https://hydkidsfair.com/why-exhibit.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/why-exhibit.html	(from https://hydkidsfair.com/)
17:38:20	88252/88252	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:41:25%20GMT	https://hydkidsfair.com/exhibit-categories.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/exhibit-categories.html	(from https://hydkidsfair.com/)
17:38:20	86273/86273	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:41:52%20GMT	https://hydkidsfair.com/exhibitor-benifits.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/exhibitor-benifits.html	(from https://hydkidsfair.com/)
17:38:21	97420/97420	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:41:39%20GMT	https://hydkidsfair.com/exhibit-profile.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/exhibit-profile.html	(from https://hydkidsfair.com/)
17:38:21	80878/80878	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:43:43%20GMT	https://hydkidsfair.com/visitor.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/visitor.html	(from https://hydkidsfair.com/)
17:38:21	107222/107222	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:43:03%20GMT	https://hydkidsfair.com/visit-categories.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/visit-categories.html	(from https://hydkidsfair.com/)
17:38:22	58381/58381	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:43:29%20GMT	https://hydkidsfair.com/visitor-benifits.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/visitor-benifits.html	(from https://hydkidsfair.com/)
17:38:22	80305/80305	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:43:16%20GMT	https://hydkidsfair.com/visit-profile.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/visit-profile.html	(from https://hydkidsfair.com/)
17:38:22	35736/35736	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2006:58:31%20GMT	https://hydkidsfair.com/Kidsrun.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/Kidsrun.html	(from https://hydkidsfair.com/)
17:38:22	29741/29741	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:42:16%20GMT	https://hydkidsfair.com/Gallery.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/Gallery.html	(from https://hydkidsfair.com/)
17:38:24	41767/41767	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Oct%202023%2004:41:10%20GMT	https://hydkidsfair.com/Contactus.html	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/Contactus.html	(from https://hydkidsfair.com/)
17:38:26	271076/271076	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Sep%202023%2006:58:16%20GMT	https://hydkidsfair.com/images/slider-mainbg-010.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/slider-mainbg-010.jpg	(from https://hydkidsfair.com/)
17:38:26	217390/217390	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Sep%202023%2006:36:56%20GMT	https://hydkidsfair.com/images/banner-mobile.jpeg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/banner-mobile.jpg	(from https://hydkidsfair.com/)
17:38:26	1859608/1859608	---M--	200	added ('OK')	application/pdf	date:Tue,%2019%20Sep%202023%2009:04:27%20GMT	https://hydkidsfair.com/Brochure%20Final_Final%20Artwork.pdf	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/Brochure%20Final_Final%20Artwork.pdf	(from https://hydkidsfair.com/)
17:38:27	1279/1279	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/ds-1.png	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/ds-1.png	(from https://hydkidsfair.com/)
17:38:27	400116/400116	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jul%202023%2011:19:16%20GMT	https://hydkidsfair.com/images/2%20(3).jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/2%20(3).jpg	(from https://hydkidsfair.com/)
17:38:27	187260/187260	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jul%202023%2011:33:59%20GMT	https://hydkidsfair.com/images/About-image.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/About-image.jpg	(from https://hydkidsfair.com/)
17:38:30	607991/607991	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/1.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/1.jpg	(from https://hydkidsfair.com/)
17:38:31	408295/408295	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/2.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/2.jpg	(from https://hydkidsfair.com/)
17:38:31	598708/598708	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/3.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/3.jpg	(from https://hydkidsfair.com/)
17:38:32	311779/311779	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/4.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/4.jpg	(from https://hydkidsfair.com/)
17:38:36	564477/564477	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/5.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/5.jpg	(from https://hydkidsfair.com/)
17:38:36	545247/545247	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/6.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/6.jpg	(from https://hydkidsfair.com/)
17:38:36	563108/563108	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/7.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/7.jpg	(from https://hydkidsfair.com/)
17:38:39	554648/554648	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/8.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/8.jpg	(from https://hydkidsfair.com/)
17:38:40	523498/523498	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/9.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/9.jpg	(from https://hydkidsfair.com/)
17:38:43	595393/595393	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/11.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/11.jpg	(from https://hydkidsfair.com/)
17:38:43	551607/551607	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/10.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/10.jpg	(from https://hydkidsfair.com/)
17:38:43	573372/573372	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/12.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/12.jpg	(from https://hydkidsfair.com/)
17:38:48	541397/541397	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/13.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/13.jpg	(from https://hydkidsfair.com/)
17:38:48	602842/602842	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/14.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/14.jpg	(from https://hydkidsfair.com/)
17:38:49	351295/351295	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/15.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/15.jpg	(from https://hydkidsfair.com/)
17:38:52	513053/513053	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/17.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/17.jpg	(from https://hydkidsfair.com/)
17:38:53	337319/337319	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/18.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/18.jpg	(from https://hydkidsfair.com/)
17:38:53	552681/552681	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/gallery/19.JPG	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/gallery/19.jpg	(from https://hydkidsfair.com/)
17:38:53	26266/26266	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/client/02.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/client/02.jpg	(from https://hydkidsfair.com/)
17:38:53	32958/32958	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/client/01.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/client/01.jpg	(from https://hydkidsfair.com/)
17:38:54	146213/146213	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/client/010.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/client/010.jpg	(from https://hydkidsfair.com/)
17:38:54	35536/35536	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/client/03.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/client/03.jpg	(from https://hydkidsfair.com/)
17:38:54	54219/54219	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/client/05.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/client/05.jpg	(from https://hydkidsfair.com/)
17:38:54	39902/39902	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/client/04.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/client/04.jpg	(from https://hydkidsfair.com/)
17:38:55	42802/42802	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/client/07.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/client/07.jpg	(from https://hydkidsfair.com/)
17:38:55	140745/140745	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/client/06.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/client/06.jpg	(from https://hydkidsfair.com/)
17:38:55	100325/100325	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/client/08.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/client/08.jpg	(from https://hydkidsfair.com/)
17:38:55	5711/5711	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/client/2.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/client/2.jpg	(from https://hydkidsfair.com/)
17:38:55	8753846/8753846	---M--	200	added ('OK')	application/pdf	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/Post-Show-Report-7-Feb.pdf	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/Post-Show-Report-7-Feb.pdf	(from https://hydkidsfair.com/)
17:38:56	138199/138199	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2014:00:22%20GMT	https://hydkidsfair.com/images/client/09.jpg	C:/My%20Web%20Sites/kidsfair09102023/hydkidsfair.com/images/client/09.jpg	(from https://hydkidsfair.com/)
